observer,data_from,trial,difficulty,targ,rt,accuracy,response
obs25,naa_cato,conj,hard,present,1.0626,1,1
obs25,naa_cato,conj,mid,absent,1.9869,1,0
obs25,naa_cato,conj,mid,absent,1.2456,1,0
obs25,naa_cato,conj,hard,absent,0.9973,1,0
obs25,naa_cato,conj,hard,present,0.6966,0,0
obs25,naa_cato,conj,mid,present,1.2007,1,1
obs25,naa_cato,conj,easy,present,1.0467,1,1
obs25,naa_cato,conj,easy,present,0.9645,1,1
obs25,naa_cato,conj,hard,present,1.239,1,1
obs25,naa_cato,conj,easy,present,0.9497,1,1
obs25,naa_cato,conj,hard,present,0.9089,1,1
obs25,naa_cato,conj,easy,absent,1.3555,1,0
obs25,naa_cato,conj,easy,present,1.5512,1,1
obs25,naa_cato,conj,hard,absent,1.662,1,0
obs25,naa_cato,conj,easy,absent,1.0559,1,0
obs25,naa_cato,conj,easy,absent,0.9756,1,0
obs25,naa_cato,conj,mid,absent,1.4469,1,0
obs25,naa_cato,conj,easy,present,1.5982,1,1
obs25,naa_cato,conj,easy,present,1.463,1,1
obs25,naa_cato,conj,hard,present,1.0177,1,1
obs25,naa_cato,conj,easy,present,1.0489,1,1
obs25,naa_cato,conj,hard,absent,1.7362,1,0
obs25,naa_cato,conj,hard,present,1.932,1,1
obs25,naa_cato,conj,hard,present,0.7994,1,1
obs25,naa_cato,conj,mid,absent,1.2646,1,0
obs25,naa_cato,conj,mid,absent,3.1715,1,0
obs25,naa_cato,conj,mid,absent,2.0381,1,0
obs25,naa_cato,conj,mid,present,1.3003,1,1
obs25,naa_cato,conj,easy,absent,1.4298,1,0
obs25,naa_cato,conj,easy,present,1.3471,1,1
obs25,naa_cato,conj,mid,absent,1.2654,1,0
obs25,naa_cato,conj,mid,present,1.0821,1,1
obs25,naa_cato,conj,hard,absent,2.0301,1,0
obs25,naa_cato,conj,hard,present,1.2137,1,1
obs25,naa_cato,conj,mid,present,1.1514,1,1
obs25,naa_cato,conj,mid,present,0.8961,1,1
obs25,naa_cato,conj,hard,absent,1.618,1,0
obs25,naa_cato,conj,easy,present,1.0754,1,1
obs25,naa_cato,conj,mid,present,1.2178,1,1
obs25,naa_cato,conj,hard,absent,1.3811,1,0
obs25,naa_cato,conj,mid,present,1.3164,1,1
obs25,naa_cato,conj,mid,present,1.6171,1,1
obs25,naa_cato,conj,easy,absent,1.2363,1,0
obs25,naa_cato,conj,mid,absent,1.7877,1,0
obs25,naa_cato,conj,easy,absent,1.3831,1,0
obs25,naa_cato,conj,hard,absent,1.4518,1,0
obs25,naa_cato,conj,hard,present,1.304,1,1
obs25,naa_cato,conj,easy,present,1.5322,1,1
obs25,naa_cato,conj,hard,present,0.9372,1,1
obs25,naa_cato,conj,easy,present,1.1689,0,0
obs25,naa_cato,conj,easy,absent,4.5155,1,0
obs25,naa_cato,conj,hard,absent,2.0635,1,0
obs25,naa_cato,conj,hard,present,1.1349,1,1
obs25,naa_cato,conj,hard,present,0.7533,1,1
obs25,naa_cato,conj,mid,absent,0.9164,1,0
obs25,naa_cato,conj,easy,absent,0.7856,1,0
obs25,naa_cato,conj,hard,present,1.0147,1,1
obs25,naa_cato,conj,easy,absent,0.6906,1,0
obs25,naa_cato,conj,easy,absent,0.8348,1,0
obs25,naa_cato,conj,hard,absent,1.35,1,0
obs25,naa_cato,conj,hard,absent,0.6978,1,0
obs25,naa_cato,conj,mid,present,0.7797,0,0
obs25,naa_cato,conj,hard,absent,0.9979,1,0
obs25,naa_cato,conj,mid,present,1.1307,1,1
obs25,naa_cato,conj,hard,present,1.0699,1,1
obs25,naa_cato,conj,mid,present,0.7303,1,1
obs25,naa_cato,conj,easy,absent,0.7638,1,0
obs25,naa_cato,conj,easy,absent,0.6476,1,0
obs25,naa_cato,conj,hard,absent,1.0694,1,0
obs25,naa_cato,conj,easy,present,1.631,1,1
obs25,naa_cato,conj,easy,absent,0.8121,1,0
obs25,naa_cato,conj,hard,absent,0.9145,1,0
obs25,naa_cato,conj,mid,present,1.3471,1,1
obs25,naa_cato,conj,mid,absent,0.8788,1,0
obs25,naa_cato,conj,hard,absent,0.8305,1,0
obs25,naa_cato,conj,easy,present,1.1305,1,1
obs25,naa_cato,conj,easy,present,1.5182,1,1
obs25,naa_cato,conj,hard,present,1.0146,1,1
obs25,naa_cato,conj,mid,present,0.6974,1,1
obs25,naa_cato,conj,hard,absent,0.8951,1,0
obs25,naa_cato,conj,easy,absent,0.7475,1,0
obs25,naa_cato,conj,hard,present,1.2667,1,1
obs25,naa_cato,conj,mid,absent,0.9514,1,0
obs25,naa_cato,conj,easy,present,0.9196,0,0
obs25,naa_cato,conj,mid,present,1.675,1,1
obs25,naa_cato,conj,mid,absent,2.5207,1,0
obs25,naa_cato,conj,mid,present,1.7978,1,1
obs25,naa_cato,conj,easy,present,1.2151,1,1
obs25,naa_cato,conj,hard,absent,5.15,1,0
obs25,naa_cato,conj,easy,absent,3.751,1,0
obs25,naa_cato,conj,easy,present,1.0979,1,1
obs25,naa_cato,conj,hard,absent,1.8679,1,0
obs25,naa_cato,conj,easy,present,1.0821,1,1
obs25,naa_cato,conj,mid,absent,1.5475,1,0
obs25,naa_cato,conj,easy,absent,0.8967,1,0
obs25,naa_cato,conj,easy,present,0.9477,0,0
obs25,naa_cato,conj,easy,present,1.6079,1,1
obs25,naa_cato,conj,hard,absent,1.8513,1,0
obs25,naa_cato,conj,mid,absent,1.0133,1,0
obs25,naa_cato,conj,hard,present,0.903,1,1
obs25,naa_cato,conj,mid,absent,1.7806,1,0
obs25,naa_cato,conj,hard,absent,1.2861,1,0
obs25,naa_cato,conj,mid,present,1.196,1,1
obs25,naa_cato,conj,hard,absent,1.0687,1,0
obs25,naa_cato,conj,hard,present,1.0956,1,1
obs25,naa_cato,conj,easy,absent,1.1644,1,0
obs25,naa_cato,conj,mid,present,3.199,1,1
obs25,naa_cato,conj,hard,absent,2.4798,1,0
obs25,naa_cato,conj,easy,present,1.4677,1,1
obs25,naa_cato,conj,easy,absent,2.7039,1,0
obs25,naa_cato,conj,mid,absent,2.2621000000000002,1,0
obs25,naa_cato,conj,hard,present,1.9692,1,1
obs25,naa_cato,conj,easy,present,1.4846,1,1
obs25,naa_cato,conj,mid,absent,2.2328,1,0
obs25,naa_cato,conj,mid,present,1.2189,1,1
obs25,naa_cato,conj,mid,present,1.8204,1,1
obs25,naa_cato,conj,hard,present,0.8975,1,1
obs25,naa_cato,conj,mid,absent,1.0019,1,0
obs25,naa_cato,conj,easy,absent,0.9479,1,0
obs25,naa_cato,conj,easy,present,0.7466,0,0
obs25,naa_cato,conj,hard,absent,1.0231,1,0
obs25,naa_cato,conj,mid,absent,0.8965,1,0
obs25,naa_cato,conj,easy,absent,0.7496,1,0
obs25,naa_cato,conj,mid,absent,0.9471,1,0
obs25,naa_cato,tex,hard,present,4.3763,1,1
obs25,naa_cato,tex,easy,absent,2.1408,0,1
obs25,naa_cato,tex,hard,present,0.9837,0,0
obs25,naa_cato,tex,easy,absent,2.7834,0,1
obs25,naa_cato,tex,easy,present,1.4688,1,1
obs25,naa_cato,tex,hard,absent,2.5667,1,0
obs25,naa_cato,tex,easy,absent,1.4501,1,0
obs25,naa_cato,tex,mid,present,2.7353,1,1
obs25,naa_cato,tex,easy,present,1.1032,1,1
obs25,naa_cato,tex,hard,absent,2.122,1,0
obs25,naa_cato,tex,hard,present,3.0898,0,0
obs25,naa_cato,tex,hard,absent,2.7844,0,1
obs25,naa_cato,tex,hard,present,4.8712,1,1
obs25,naa_cato,tex,easy,absent,4.1176,1,0
obs25,naa_cato,tex,hard,absent,1.3817,0,1
obs25,naa_cato,tex,mid,absent,1.7499,0,1
obs25,naa_cato,tex,hard,absent,3.0502,0,1
obs25,naa_cato,tex,hard,absent,1.1003,1,0
obs25,naa_cato,tex,easy,absent,0.916,1,0
obs25,naa_cato,tex,mid,absent,1.9871,1,0
obs25,naa_cato,tex,mid,absent,1.6684,1,0
obs25,naa_cato,tex,mid,present,2.0508,1,1
obs25,naa_cato,tex,easy,present,2.094,1,1
obs25,naa_cato,tex,hard,absent,1.4512,1,0
obs25,naa_cato,tex,hard,present,3.3736,1,1
obs25,naa_cato,tex,easy,present,0.857,1,1
obs25,naa_cato,tex,easy,present,1.2948,1,1
obs25,naa_cato,tex,easy,present,0.6898,1,1
obs25,naa_cato,tex,hard,absent,1.0703,1,0
obs25,naa_cato,tex,mid,absent,1.5337,1,0
obs25,naa_cato,tex,hard,absent,1.8818,1,0
obs25,naa_cato,tex,easy,present,0.8979,1,1
obs25,naa_cato,tex,mid,absent,1.1221,1,0
obs25,naa_cato,tex,mid,present,1.2039,1,1
obs25,naa_cato,tex,hard,present,1.943,1,1
obs25,naa_cato,tex,hard,present,1.9886,0,0
obs25,naa_cato,tex,mid,present,1.124,1,1
obs25,naa_cato,tex,mid,absent,1.2701,1,0
obs25,naa_cato,tex,mid,present,1.884,1,1
obs25,naa_cato,tex,easy,present,0.9738,1,1
obs25,naa_cato,tex,mid,present,1.1206,1,1
obs25,naa_cato,tex,hard,absent,1.7843,1,0
obs25,naa_cato,tex,mid,absent,5.0739,1,0
obs25,naa_cato,tex,hard,present,2.5719,1,1
obs25,naa_cato,tex,mid,present,0.8184,1,1
obs25,naa_cato,tex,hard,present,1.069,1,1
obs25,naa_cato,tex,hard,absent,1.7841,1,0
obs25,naa_cato,tex,hard,absent,2.5172,0,1
obs25,naa_cato,tex,easy,present,3.0048,1,1
obs25,naa_cato,tex,hard,present,1.7459,0,0
obs25,naa_cato,tex,easy,present,0.8694,1,1
obs25,naa_cato,tex,easy,absent,2.52,1,0
obs25,naa_cato,tex,easy,absent,12.8078,1,0
obs25,naa_cato,tex,easy,absent,1.731,1,0
obs25,naa_cato,tex,easy,absent,3.016,1,0
obs25,naa_cato,tex,easy,present,1.9083,1,1
obs25,naa_cato,tex,mid,present,15.6552,1,1
obs25,naa_cato,tex,hard,absent,11.8414,1,0
obs25,naa_cato,tex,easy,absent,2.3638,1,0
obs25,naa_cato,tex,mid,present,2.7377,1,1
obs25,naa_cato,tex,mid,absent,2.2615,1,0
obs25,naa_cato,tex,hard,present,1.8511,1,1
obs25,naa_cato,tex,easy,absent,5.0372,1,0
obs25,naa_cato,tex,mid,absent,1.1487,1,0
obs25,naa_cato,tex,easy,absent,1.7663,1,0
obs25,naa_cato,tex,hard,absent,2.8685,1,0
obs25,naa_cato,tex,easy,present,1.5377,1,1
obs25,naa_cato,tex,hard,present,1.6646,1,1
obs25,naa_cato,tex,mid,absent,1.9511,1,0
obs25,naa_cato,tex,hard,present,2.8952,0,0
obs25,naa_cato,tex,easy,present,1.3173,1,1
obs25,naa_cato,tex,easy,absent,2.3,1,0
obs25,naa_cato,tex,mid,present,3.3537,1,1
obs25,naa_cato,tex,mid,absent,1.8357,1,0
obs25,naa_cato,tex,mid,present,1.0051,1,1
obs25,naa_cato,tex,hard,absent,1.5019,1,0
obs25,naa_cato,tex,hard,absent,2.6039,1,0
obs25,naa_cato,tex,easy,present,1.111,1,1
obs25,naa_cato,tex,hard,present,1.3868,1,1
obs25,naa_cato,tex,easy,present,1.2873000000000001,1,1
obs25,naa_cato,tex,easy,absent,1.5344,1,0
obs25,naa_cato,tex,hard,absent,0.9748,0,1
obs25,naa_cato,tex,easy,present,1.8512,1,1
obs25,naa_cato,tex,mid,absent,2.4673,1,0
obs25,naa_cato,tex,easy,present,1.7214,1,1
obs25,naa_cato,tex,easy,absent,3.7542,1,0
obs25,naa_cato,tex,mid,present,8.7071,1,1
obs25,naa_cato,tex,mid,absent,5.8369,1,0
obs25,naa_cato,tex,easy,absent,0.9806,1,0
obs25,naa_cato,tex,mid,absent,1.1669,1,0
obs25,naa_cato,tex,hard,present,1.2028,1,1
obs25,naa_cato,tex,mid,absent,1.1319,1,0
obs25,naa_cato,tex,easy,present,1.0538,1,1
obs25,naa_cato,tex,mid,absent,2.9225,1,0
obs25,naa_cato,tex,easy,absent,0.9298,1,0
obs25,naa_cato,tex,mid,present,0.9754,1,1
obs25,naa_cato,tex,mid,absent,1.5259,0,1
obs25,naa_cato,tex,hard,present,4.8075,0,0
obs25,naa_cato,tex,hard,present,5.857,1,1
obs25,naa_cato,tex,easy,present,9.3269,1,1
obs25,naa_cato,tex,mid,present,1.2094,1,1
obs25,naa_cato,tex,easy,absent,4.536,1,0
obs25,naa_cato,tex,easy,absent,1.3185,1,0
obs25,naa_cato,tex,hard,present,2.256,0,0
obs25,naa_cato,tex,hard,present,1.9037,1,1
obs25,naa_cato,tex,mid,absent,2.4562,0,1
obs25,naa_cato,tex,easy,present,1.7569,1,1
obs25,naa_cato,tex,hard,absent,11.7419,0,1
obs25,naa_cato,tex,mid,absent,70.8948,0,1
obs25,naa_cato,tex,easy,present,1.3206,1,1
obs25,naa_cato,tex,easy,absent,2.319,1,0
obs25,naa_cato,tex,hard,present,1.7702,1,1
obs25,naa_cato,tex,mid,present,3.2942,1,1
obs25,naa_cato,tex,mid,present,1.1251,1,1
obs25,naa_cato,tex,hard,absent,5.6595,0,1
obs25,naa_cato,tex,mid,present,1.7665,1,1
obs25,naa_cato,tex,mid,absent,1.972,1,0
obs25,naa_cato,tex,easy,present,1.2526,1,1
obs25,naa_cato,tex,hard,present,1.7039,0,0
obs25,naa_cato,tex,mid,present,6.621,0,0
obs25,naa_cato,tex,mid,absent,2.8152,1,0
obs25,naa_cato,tex,hard,present,3.5366,1,1
obs25,naa_cato,tex,easy,absent,2.0475,1,0
obs25,naa_cato,tex,mid,present,1.5526,0,0
obs25,naa_cato,tex,hard,absent,33.5511,0,1
obs25,naa_cato,tex,hard,absent,2.415,0,1
obs25,naa_cato,tex,hard,absent,1.4782,0,1
obs25,naa_cato,tex,hard,present,4.7403,0,0
obs25,naa_cato,tex,mid,absent,4.4205,1,0
obs25,naa_cato,tex,easy,absent,2.6669,1,0
obs25,naa_cato,tex,mid,present,1.5203,1,1
obs25,naa_cato,tex,easy,present,1.171,1,1
obs25,naa_cato,tex,easy,absent,1.9516,1,0
obs25,naa_cato,tex,mid,absent,2.6062,0,1
obs25,naa_cato,tex,hard,absent,3.5816,1,0
obs25,naa_cato,tex,easy,present,2.0531,1,1
obs25,naa_cato,tex,hard,present,1.267,1,1
obs25,naa_cato,tex,easy,present,2.1643,0,0
obs25,naa_cato,tex,mid,present,12.0425,1,1
obs25,naa_cato,tex,hard,present,1.2211,1,1
obs25,naa_cato,tex,hard,absent,3.9014,1,0
obs25,naa_cato,tex,mid,present,0.854,1,1
obs25,naa_cato,tex,mid,present,8.4081,1,1
obs25,naa_cato,tex,mid,present,1.5494,1,1
obs25,naa_cato,tex,easy,absent,1.9164,1,0
obs25,naa_cato,tex,mid,absent,4.9189,1,0
obs25,naa_cato,tex,hard,absent,2.1161,0,1
obs25,naa_cato,tex,mid,present,3.6172,1,1
obs25,naa_cato,tex,mid,absent,4.7589,1,0
obs25,naa_cato,tex,easy,absent,17.0945,1,0
obs26,naa_cato,tex,easy,present,1.376895,1,1
obs26,naa_cato,tex,easy,present,1.12035,1,1
obs26,naa_cato,tex,easy,absent,2.00535,1,0
obs26,naa_cato,tex,hard,absent,2.85949,1,0
obs26,naa_cato,tex,easy,present,1.476625,1,1
obs26,naa_cato,tex,mid,absent,2.04522,1,0
obs26,naa_cato,tex,easy,absent,1.954295,1,0
obs26,naa_cato,tex,easy,present,1.24589,1,1
obs26,naa_cato,tex,easy,absent,1.94633,1,0
obs26,naa_cato,tex,easy,present,0.923275,1,1
obs26,naa_cato,tex,hard,absent,2.05367,1,0
obs26,naa_cato,tex,hard,absent,2.05756,1,0
obs26,naa_cato,tex,mid,present,2.140385,1,1
obs26,naa_cato,tex,hard,present,1.70088,0,0
obs26,naa_cato,tex,hard,present,2.259785,1,1
obs26,naa_cato,tex,mid,absent,2.820425,1,0
obs26,naa_cato,tex,mid,present,1.263565,1,1
obs26,naa_cato,tex,mid,absent,2.27816,1,0
obs26,naa_cato,tex,mid,absent,2.56135,1,0
obs26,naa_cato,tex,mid,present,1.435715,1,1
obs26,naa_cato,tex,mid,present,2.086195,1,1
obs26,naa_cato,tex,mid,absent,2.02237,1,0
obs26,naa_cato,tex,hard,present,1.97491,0,0
obs26,naa_cato,tex,hard,absent,3.228525,1,0
obs26,naa_cato,tex,hard,present,3.88953,1,1
obs26,naa_cato,tex,easy,present,1.147735,1,1
obs26,naa_cato,tex,easy,absent,2.263025,1,0
obs26,naa_cato,tex,hard,absent,2.480075,1,0
obs26,naa_cato,tex,mid,absent,2.65817,1,0
obs26,naa_cato,tex,hard,absent,3.335015,1,0
obs26,naa_cato,tex,mid,absent,3.18984,1,0
obs26,naa_cato,tex,easy,present,1.170695,1,1
obs26,naa_cato,tex,hard,absent,3.860605,1,0
obs26,naa_cato,tex,mid,absent,2.226335,1,0
obs26,naa_cato,tex,hard,present,2.53962,0,0
obs26,naa_cato,tex,easy,absent,2.274575,1,0
obs26,naa_cato,tex,mid,absent,1.8776,1,0
obs26,naa_cato,tex,easy,present,1.358075,1,1
obs26,naa_cato,tex,easy,present,1.104235,1,1
obs26,naa_cato,tex,mid,absent,2.00948,1,0
obs26,naa_cato,tex,easy,present,1.253215,1,1
obs26,naa_cato,tex,hard,absent,2.89122,1,0
obs26,naa_cato,tex,easy,present,0.995255,1,1
obs26,naa_cato,tex,easy,absent,1.498165,1,0
obs26,naa_cato,tex,hard,absent,3.29458,1,0
obs26,naa_cato,tex,easy,present,1.005755,1,1
obs26,naa_cato,tex,hard,present,3.557325,0,0
obs26,naa_cato,tex,mid,present,1.29361,1,1
obs26,naa_cato,tex,mid,absent,5.32479,1,0
obs26,naa_cato,tex,hard,present,4.70887,0,0
obs26,naa_cato,tex,mid,present,3.18026,0,0
obs26,naa_cato,tex,mid,absent,1.928755,1,0
obs26,naa_cato,tex,easy,present,1.151725,1,1
obs26,naa_cato,tex,mid,present,1.46228,1,1
obs26,naa_cato,tex,mid,present,1.698995,1,1
obs26,naa_cato,tex,hard,present,1.897,1,1
obs26,naa_cato,tex,mid,present,2.21163,1,1
obs26,naa_cato,tex,hard,absent,3.57013,1,0
obs26,naa_cato,tex,easy,absent,1.79064,1,0
obs26,naa_cato,tex,mid,present,1.852435,1,1
obs26,naa_cato,tex,hard,absent,2.83175,0,1
obs26,naa_cato,tex,hard,absent,2.619615,1,0
obs26,naa_cato,tex,easy,absent,1.43786,1,0
obs26,naa_cato,tex,easy,present,1.69965,1,1
obs26,naa_cato,tex,easy,absent,1.560855,1,0
obs26,naa_cato,tex,easy,absent,1.77781,1,0
obs26,naa_cato,tex,easy,present,1.044605,1,1
obs26,naa_cato,tex,mid,present,1.58679,1,1
obs26,naa_cato,tex,easy,present,0.96131,1,1
obs26,naa_cato,tex,mid,absent,5.17987,1,0
obs26,naa_cato,tex,hard,present,6.988705,0,0
obs26,naa_cato,tex,easy,absent,2.03235,1,0
obs26,naa_cato,tex,mid,present,1.344085,1,1
obs26,naa_cato,tex,easy,absent,2.78054,1,0
obs26,naa_cato,tex,mid,absent,2.23031,1,0
obs26,naa_cato,tex,hard,present,3.195225,0,0
obs26,naa_cato,tex,easy,absent,2.02328,1,0
obs26,naa_cato,tex,easy,present,1.126635,1,1
obs26,naa_cato,tex,hard,absent,3.212365,1,0
obs26,naa_cato,tex,mid,absent,2.7939600000000002,1,0
obs26,naa_cato,tex,easy,absent,2.60766,1,0
obs26,naa_cato,tex,hard,present,8.193515,0,0
obs26,naa_cato,tex,mid,absent,3.8297,1,0
obs26,naa_cato,tex,mid,present,2.32106,0,0
obs26,naa_cato,tex,hard,present,1.72812,1,1
obs26,naa_cato,tex,mid,present,1.30093,1,1
obs26,naa_cato,tex,easy,absent,3.10918,1,0
obs26,naa_cato,tex,easy,absent,4.39388,1,0
obs26,naa_cato,tex,easy,absent,2.85426,1,0
obs26,naa_cato,tex,mid,absent,3.66572,1,0
obs26,naa_cato,tex,hard,absent,3.54246,1,0
obs26,naa_cato,tex,mid,absent,6.12447,1,0
obs26,naa_cato,tex,hard,absent,5.54802,1,0
obs26,naa_cato,tex,hard,present,6.79316,0,0
obs26,naa_cato,tex,easy,present,1.43306,1,1
obs26,naa_cato,tex,hard,present,3.83823,0,0
obs26,naa_cato,tex,mid,absent,2.59291,1,0
obs26,naa_cato,tex,mid,present,1.84768,1,1
obs26,naa_cato,tex,easy,absent,2.67238,1,0
obs26,naa_cato,tex,mid,present,1.249995,1,1
obs26,naa_cato,tex,hard,absent,2.592555,1,0
obs26,naa_cato,tex,easy,present,2.332905,1,1
obs26,naa_cato,tex,hard,present,2.277855,1,1
obs26,naa_cato,tex,hard,absent,5.170935,1,0
obs26,naa_cato,tex,hard,absent,3.028725,0,1
obs26,naa_cato,tex,hard,present,2.063325,0,0
obs26,naa_cato,tex,hard,present,4.708825,0,0
obs26,naa_cato,tex,mid,present,1.23775,1,1
obs26,naa_cato,tex,easy,absent,1.627855,1,0
obs26,naa_cato,tex,hard,present,1.373685,0,0
obs26,naa_cato,tex,easy,absent,2.260025,1,0
obs26,naa_cato,tex,hard,present,1.46328,1,1
obs26,naa_cato,tex,easy,present,1.04843,1,1
obs26,naa_cato,tex,easy,absent,2.359725,1,0
obs26,naa_cato,tex,hard,absent,2.772375,1,0
obs26,naa_cato,tex,hard,present,3.040525,1,1
obs26,naa_cato,tex,easy,present,1.717045,1,1
obs26,naa_cato,tex,hard,present,1.98115,1,1
obs26,naa_cato,tex,easy,present,1.082195,1,1
obs26,naa_cato,tex,mid,absent,4.70522,1,0
obs26,naa_cato,tex,easy,present,1.010925,1,1
obs26,naa_cato,tex,mid,absent,3.69659,1,0
obs26,naa_cato,tex,mid,present,1.15568,1,1
obs26,naa_cato,tex,hard,absent,4.933295,1,0
obs26,naa_cato,tex,mid,present,5.85848,1,1
obs26,naa_cato,tex,mid,absent,6.4976,1,0
obs26,naa_cato,tex,easy,present,1.19247,1,1
obs26,naa_cato,tex,hard,absent,4.76219,1,0
obs26,naa_cato,tex,hard,absent,4.855885,1,0
obs26,naa_cato,tex,easy,absent,6.82714,1,0
obs26,naa_cato,tex,easy,present,1.178295,1,1
obs26,naa_cato,tex,easy,absent,3.497285,1,0
obs26,naa_cato,tex,mid,absent,0.99569,0,1
obs26,naa_cato,tex,hard,present,1.616575,1,1
obs26,naa_cato,tex,mid,absent,1.15926,0,1
obs26,naa_cato,tex,hard,present,4.970025,0,0
obs26,naa_cato,tex,hard,present,3.46962,0,0
obs26,naa_cato,tex,mid,present,1.48955,1,1
obs26,naa_cato,tex,mid,present,1.993425,0,0
obs26,naa_cato,tex,easy,absent,1.712175,1,0
obs26,naa_cato,tex,mid,present,1.445285,1,1
obs26,naa_cato,tex,mid,present,0.920715,1,1
obs26,naa_cato,tex,mid,present,1.35435,1,1
obs26,naa_cato,tex,hard,absent,2.99565,1,0
obs26,naa_cato,tex,hard,present,4.18897,0,0
obs26,naa_cato,tex,easy,absent,4.145415,0,1
obs26,naa_cato,tex,hard,absent,4.71125,1,0
obs26,naa_cato,tex,mid,present,1.712225,1,1
obs26,naa_cato,tex,mid,absent,1.773175,1,0
obs26,naa_cato,tex,hard,absent,2.514465,1,0
obs26,naa_cato,conj,easy,absent,1.7936,1,0
obs26,naa_cato,conj,hard,absent,1.30146,1,0
obs26,naa_cato,conj,hard,present,1.647975,1,1
obs26,naa_cato,conj,hard,present,1.063115,1,1
obs26,naa_cato,conj,mid,absent,1.385535,1,0
obs26,naa_cato,conj,mid,present,1.236935,0,0
obs26,naa_cato,conj,easy,present,1.28005,1,1
obs26,naa_cato,conj,hard,absent,1.69083,1,0
obs26,naa_cato,conj,hard,present,1.043635,1,1
obs26,naa_cato,conj,hard,absent,1.488655,1,0
obs26,naa_cato,conj,hard,absent,1.164025,1,0
obs26,naa_cato,conj,mid,present,0.9636,1,1
obs26,naa_cato,conj,mid,absent,1.091845,1,0
obs26,naa_cato,conj,hard,absent,1.286825,1,0
obs26,naa_cato,conj,mid,present,1.247025,1,1
obs26,naa_cato,conj,easy,present,1.060425,1,1
obs26,naa_cato,conj,hard,absent,1.23245,1,0
obs26,naa_cato,conj,easy,absent,1.043325,1,0
obs26,naa_cato,conj,easy,present,0.94812,1,1
obs26,naa_cato,conj,mid,present,1.095185,1,1
obs26,naa_cato,conj,mid,present,2.378635,1,1
obs26,naa_cato,conj,mid,present,1.049835,1,1
obs26,naa_cato,conj,mid,present,1.342565,1,1
obs26,naa_cato,conj,mid,absent,1.14483,1,0
obs26,naa_cato,conj,mid,present,1.40497,1,1
obs26,naa_cato,conj,mid,present,1.252965,1,1
obs26,naa_cato,conj,hard,present,1.081155,1,1
obs26,naa_cato,conj,easy,absent,1.04203,1,0
obs26,naa_cato,conj,hard,present,1.22041,1,1
obs26,naa_cato,conj,mid,absent,1.22876,1,0
obs26,naa_cato,conj,hard,present,1.13809,1,1
obs26,naa_cato,conj,easy,absent,1.004225,1,0
obs26,naa_cato,conj,easy,absent,1.21239,1,0
obs26,naa_cato,conj,easy,present,1.079085,1,1
obs26,naa_cato,conj,mid,absent,1.16677,1,0
obs26,naa_cato,conj,mid,absent,1.71104,1,0
obs26,naa_cato,conj,mid,present,0.956815,1,1
obs26,naa_cato,conj,hard,absent,1.354685,1,0
obs26,naa_cato,conj,mid,present,1.03323,1,1
obs26,naa_cato,conj,hard,absent,1.211325,1,0
obs26,naa_cato,conj,easy,absent,1.038085,1,0
obs26,naa_cato,conj,easy,absent,1.098965,1,0
obs26,naa_cato,conj,easy,absent,1.239945,1,0
obs26,naa_cato,conj,mid,absent,0.9385,1,0
obs26,naa_cato,conj,easy,absent,0.91257,1,0
obs26,naa_cato,conj,mid,present,1.18078,1,1
obs26,naa_cato,conj,hard,present,1.53281,0,0
obs26,naa_cato,conj,hard,absent,1.577155,1,0
obs26,naa_cato,conj,hard,absent,1.361675,1,0
obs26,naa_cato,conj,hard,present,1.59926,1,1
obs26,naa_cato,conj,hard,present,1.30991,1,1
obs26,naa_cato,conj,mid,absent,1.063635,1,0
obs26,naa_cato,conj,easy,present,1.22632,1,1
obs26,naa_cato,conj,easy,present,1.2367,1,1
obs26,naa_cato,conj,hard,present,1.09278,1,1
obs26,naa_cato,conj,easy,absent,0.98825,1,0
obs26,naa_cato,conj,hard,absent,1.11971,1,0
obs26,naa_cato,conj,easy,present,0.92539,1,1
obs26,naa_cato,conj,hard,absent,1.13133,1,0
obs26,naa_cato,conj,mid,present,1.046945,1,1
obs26,naa_cato,conj,easy,present,0.986955,1,1
obs26,naa_cato,conj,hard,absent,1.48458,1,0
obs26,naa_cato,conj,mid,absent,1.018965,1,0
obs26,naa_cato,conj,hard,present,1.189205,1,1
obs26,naa_cato,conj,mid,absent,1.11778,1,0
obs26,naa_cato,conj,easy,absent,1.088745,1,0
obs26,naa_cato,conj,mid,absent,0.97923,1,0
obs26,naa_cato,conj,easy,present,1.03345,1,1
obs26,naa_cato,conj,hard,present,1.24604,1,1
obs26,naa_cato,conj,hard,absent,1.37016,1,0
obs26,naa_cato,conj,easy,absent,1.153455,1,0
obs26,naa_cato,conj,easy,present,1.01058,1,1
obs26,naa_cato,conj,easy,present,1.2076,1,1
obs26,naa_cato,conj,mid,absent,1.387385,1,0
obs26,naa_cato,conj,hard,present,0.947685,1,1
obs26,naa_cato,conj,mid,absent,1.51753,1,0
obs26,naa_cato,conj,easy,present,1.03018,1,1
obs26,naa_cato,conj,easy,absent,1.16502,1,0
obs26,naa_cato,conj,mid,absent,1.53984,0,1
obs26,naa_cato,conj,hard,present,1.401905,1,1
obs26,naa_cato,conj,hard,present,1.775585,1,1
obs26,naa_cato,conj,hard,present,0.895485,1,1
obs26,naa_cato,conj,easy,absent,1.126925,1,0
obs26,naa_cato,conj,hard,present,1.0078,1,1
obs26,naa_cato,conj,hard,absent,1.208355,1,0
